course_id	course_name_x	course_desc	units_x	course_name_y	units_y	College	Total # Students	# Responses	Response Rate	Hrs Per Week	Interest in student learning	Clearly explain course requirements	Clear learning objectives & goals	Instructor provides feedback to students to improve	Demonstrate importance of subject matter	Explains subject matter of course	Show respect for all students	Overall teaching rate	Overall course rate
95828	Machine Learning for Problem Solving Machine Learning for Problem Solving	The main premise of the course is to equip students with the intuitive understanding of machine learning concepts grounded in real world applications The course is designed to deliver the practical knowledge and experience necessary for recognizing and formulating machine learning problems in the real world as well as of the best practices and tools for effectively applying machine learning in practice The emphasis will be on learning and practicing the machine learning process involving the cycle of feature design modeling and evaluation Visit the Heinz College website for a more detailed description of the course Students are expected to have the following background Basic knowledge of probability Basic knowledge of linear algebra Working knowledge of basic computing principles Basic programming skills at a level sufficient to write a reasonably non trivial computer program in Python	12	Machine Learning for Problem Solving	12	Heinz College	39	23	59.00%	10.8	3.6	3.6	3.43	3.4	3.6	3.29	3.86	3.43	3.67
95828	Machine Learning for Problem Solving Machine Learning for Problem Solving	The main premise of the course is to equip students with the intuitive understanding of machine learning concepts grounded in real world applications The course is designed to deliver the practical knowledge and experience necessary for recognizing and formulating machine learning problems in the real world as well as of the best practices and tools for effectively applying machine learning in practice The emphasis will be on learning and practicing the machine learning process involving the cycle of feature design modeling and evaluation Visit the Heinz College website for a more detailed description of the course Students are expected to have the following background Basic knowledge of probability Basic knowledge of linear algebra Working knowledge of basic computing principles Basic programming skills at a level sufficient to write a reasonably non trivial computer program in Python	12	Machine Learning for Problem Solving	12	Heinz College	39	23	59.00%	11.78	4.43	4.26	4.39	4.04	4.43	4.23	4.64	4.27	4.22
95828	Machine Learning for Problem Solving Machine Learning for Problem Solving	The main premise of the course is to equip students with the intuitive understanding of machine learning concepts grounded in real world applications The course is designed to deliver the practical knowledge and experience necessary for recognizing and formulating machine learning problems in the real world as well as of the best practices and tools for effectively applying machine learning in practice The emphasis will be on learning and practicing the machine learning process involving the cycle of feature design modeling and evaluation Visit the Heinz College website for a more detailed description of the course Students are expected to have the following background Basic knowledge of probability Basic knowledge of linear algebra Working knowledge of basic computing principles Basic programming skills at a level sufficient to write a reasonably non trivial computer program in Python	12	Machine Learning for Problem Solving	12	Heinz College	64	39	60.90%	11.11	4.45	4.26	4.34	4.26	4.39	4.26	4.58	4.24	4.34
95828	Machine Learning for Problem Solving Machine Learning for Problem Solving	The main premise of the course is to equip students with the intuitive understanding of machine learning concepts grounded in real world applications The course is designed to deliver the practical knowledge and experience necessary for recognizing and formulating machine learning problems in the real world as well as of the best practices and tools for effectively applying machine learning in practice The emphasis will be on learning and practicing the machine learning process involving the cycle of feature design modeling and evaluation Visit the Heinz College website for a more detailed description of the course Students are expected to have the following background Basic knowledge of probability Basic knowledge of linear algebra Working knowledge of basic computing principles Basic programming skills at a level sufficient to write a reasonably non trivial computer program in Python	12	Machine Learning for Problem Solving	12	Heinz College	64	39	60.90%	9.64	3.83	3.53	3.42	3.52	3.55	3.42	3.94	3.35	3.61
95851	Making Products Count Data Science for Product Managers	Product managers engage in a variety of complex activities critical to product success including Gathering product requirements Prioritizing features Forecasting customer demand Customer segmentation Pricing Allocating marketing spend Identifying buying patterns Analyzing and responding to customer feedback Historically decisions in these areas have often relied on intuition and guesswork leading to misjudgment of the market and other key factors and ultimately product failures Developments in data science combining the increasing availability of data from internal and external sources with new algorithms that exploit that data at scale offer new possibilities for putting product management decisions on a more quantitative and rigorous footing Students in this course will be introduced to a variety of data science techniques applicable to activities to which product managers typically contribute These techniques include preference modeling time series forecasting regression clustering classification A B testing and analytics for unstructured data including clickstreams text speech and images This course is for students who are looking for an introduction to applying data science to product management Backgrounds in basic statistics and some programming experience are required Hands on exercises in Python will illustrate the concepts but please note this is not a Python class students who are unfamiliar with Python will be given access to online tutorials to build up their Python skills In class exercises and weekly assignments will mainly focus on data science techniques and their application to decision making at various stages of the product life cycle In the final project students will select from a variety of data sets to address a product management issue in more depth from framing the problem through modeling to communicating results	6	Making Products Count: Data Science for Product Managers	6	Heinz College	32	30	93.80%	13.6	4.27	4.07	3.93	3.77	4.1	3.83	4.43	3.87	3.9
95851	Making Products Count Data Science for Product Managers	Product managers engage in a variety of complex activities critical to product success including Gathering product requirements Prioritizing features Forecasting customer demand Customer segmentation Pricing Allocating marketing spend Identifying buying patterns Analyzing and responding to customer feedback Historically decisions in these areas have often relied on intuition and guesswork leading to misjudgment of the market and other key factors and ultimately product failures Developments in data science combining the increasing availability of data from internal and external sources with new algorithms that exploit that data at scale offer new possibilities for putting product management decisions on a more quantitative and rigorous footing Students in this course will be introduced to a variety of data science techniques applicable to activities to which product managers typically contribute These techniques include preference modeling time series forecasting regression clustering classification A B testing and analytics for unstructured data including clickstreams text speech and images This course is for students who are looking for an introduction to applying data science to product management Backgrounds in basic statistics and some programming experience are required Hands on exercises in Python will illustrate the concepts but please note this is not a Python class students who are unfamiliar with Python will be given access to online tutorials to build up their Python skills In class exercises and weekly assignments will mainly focus on data science techniques and their application to decision making at various stages of the product life cycle In the final project students will select from a variety of data sets to address a product management issue in more depth from framing the problem through modeling to communicating results	6	Making Products Count: Data Science for Product Managers	6	Heinz College	39	36	92.30%	8.75	3.94	3.69	3.72	3.58	4.06	3.83	4.64	3.75	3.75
95855	Network Traffic Analysis	This is a hands on course that will survey network situational awareness techniques The concept of network situational awareness is to develop a cogent set of observed network characteristics that will inform decision makers as to the wise course to take in defending the network or more colloquially Know your network Know the Internet Know how they work together The course will involve network investigation to include packet capture analysis and network flow analysis Micro What is the breadth of my network What assets are important to my mission How do I perform efficient network analysis What does the bad look like Macro What are the geo political effects of various movements across the world How do I provide an assessment of a global problem to decision makers What are the downstream affects others face because of me Business Impacts What will this security implementation have on my business What do I do if my network is being used for malicious activity Can I take advantage of new technologies	8	Network Traffic Analysis	6	Heinz College	24	12	50.00%	9.75	3.83	3.75	4	3.5	4.25	3.92	4.08	3.67	3.83
95855	Network Traffic Analysis	This is a hands on course that will survey network situational awareness techniques The concept of network situational awareness is to develop a cogent set of observed network characteristics that will inform decision makers as to the wise course to take in defending the network or more colloquially Know your network Know the Internet Know how they work together The course will involve network investigation to include packet capture analysis and network flow analysis Micro What is the breadth of my network What assets are important to my mission How do I perform efficient network analysis What does the bad look like Macro What are the geo political effects of various movements across the world How do I provide an assessment of a global problem to decision makers What are the downstream affects others face because of me Business Impacts What will this security implementation have on my business What do I do if my network is being used for malicious activity Can I take advantage of new technologies	8	Network Traffic Analysis	6	Heinz College	23	10	43.50%	15.4	3.4	3.3	3.8	3.2	4.5	3.2	4.1	3.4	3.6
95865	Unstructured Data Analytics	Companies governments and other organizations now collect massive amounts of data such as text images audio and video How do we turn this heterogeneous mess of data into actionable insights A common problem is that we often do not know what structure underlies the data ahead of time hence the data often being referred to as unstructured This course takes a practical approach to unstructured data analysis via a two step approach We first examine how to identify possible structure present in the data via visualization and other exploratory methods Once we have clues for what structure is present in the data we turn toward exploiting this structure to make predictions Many examples are given for how these methods help solve real problems faced by organizations Along the way we encounter many of the most popular methods in analyzing unstructured data from modern classics in manifold learning clustering and topic modeling to some of the latest developments in deep neural networks for analyzing text images and time series We will be coding lots of Python and working with Amazon Web Services AWS for cloud computing including using GPUs Note that students cannot receive credit for both 95 865 Unstructured Data Analytics and 94 775 Unstructured Data Analytics for Policy More information is available at the course webpage http www andrew cmu edu user georgech 95 865	6	Unstructured Data Analytics	6	Heinz College	18	12	66.70%	13.75	3.33	3.5	3.25	2.92	3.75	3	4.09	3.25	3.25
95865	Unstructured Data Analytics	Companies governments and other organizations now collect massive amounts of data such as text images audio and video How do we turn this heterogeneous mess of data into actionable insights A common problem is that we often do not know what structure underlies the data ahead of time hence the data often being referred to as unstructured This course takes a practical approach to unstructured data analysis via a two step approach We first examine how to identify possible structure present in the data via visualization and other exploratory methods Once we have clues for what structure is present in the data we turn toward exploiting this structure to make predictions Many examples are given for how these methods help solve real problems faced by organizations Along the way we encounter many of the most popular methods in analyzing unstructured data from modern classics in manifold learning clustering and topic modeling to some of the latest developments in deep neural networks for analyzing text images and time series We will be coding lots of Python and working with Amazon Web Services AWS for cloud computing including using GPUs Note that students cannot receive credit for both 95 865 Unstructured Data Analytics and 94 775 Unstructured Data Analytics for Policy More information is available at the course webpage http www andrew cmu edu user georgech 95 865	6	Unstructured Data Analytics	6	Heinz College	18	12	66.70%	16.08	3.75	3.67	3.75	3.17	3.75	3.58	3.92	3.5	3.5
95865	Unstructured Data Analytics	Companies governments and other organizations now collect massive amounts of data such as text images audio and video How do we turn this heterogeneous mess of data into actionable insights A common problem is that we often do not know what structure underlies the data ahead of time hence the data often being referred to as unstructured This course takes a practical approach to unstructured data analysis via a two step approach We first examine how to identify possible structure present in the data via visualization and other exploratory methods Once we have clues for what structure is present in the data we turn toward exploiting this structure to make predictions Many examples are given for how these methods help solve real problems faced by organizations Along the way we encounter many of the most popular methods in analyzing unstructured data from modern classics in manifold learning clustering and topic modeling to some of the latest developments in deep neural networks for analyzing text images and time series We will be coding lots of Python and working with Amazon Web Services AWS for cloud computing including using GPUs Note that students cannot receive credit for both 95 865 Unstructured Data Analytics and 94 775 Unstructured Data Analytics for Policy More information is available at the course webpage http www andrew cmu edu user georgech 95 865	6	Unstructured Data Analytics	6	Heinz College	9	5	55.60%	15.4	4	4.4	4.4	3.4	4.6	4.4	4.4	4	4
95865	Unstructured Data Analytics	Companies governments and other organizations now collect massive amounts of data such as text images audio and video How do we turn this heterogeneous mess of data into actionable insights A common problem is that we often do not know what structure underlies the data ahead of time hence the data often being referred to as unstructured This course takes a practical approach to unstructured data analysis via a two step approach We first examine how to identify possible structure present in the data via visualization and other exploratory methods Once we have clues for what structure is present in the data we turn toward exploiting this structure to make predictions Many examples are given for how these methods help solve real problems faced by organizations Along the way we encounter many of the most popular methods in analyzing unstructured data from modern classics in manifold learning clustering and topic modeling to some of the latest developments in deep neural networks for analyzing text images and time series We will be coding lots of Python and working with Amazon Web Services AWS for cloud computing including using GPUs Note that students cannot receive credit for both 95 865 Unstructured Data Analytics and 94 775 Unstructured Data Analytics for Policy More information is available at the course webpage http www andrew cmu edu user georgech 95 865	6	Unstructured Data Analytics	6	Heinz College	40	17	42.50%	13.38	4.5	4.44	4.59	4.12	4.88	4.71	4.82	4.76	4.59
95865	Unstructured Data Analytics	Companies governments and other organizations now collect massive amounts of data such as text images audio and video How do we turn this heterogeneous mess of data into actionable insights A common problem is that we often do not know what structure underlies the data ahead of time hence the data often being referred to as unstructured This course takes a practical approach to unstructured data analysis via a two step approach We first examine how to identify possible structure present in the data via visualization and other exploratory methods Once we have clues for what structure is present in the data we turn toward exploiting this structure to make predictions Many examples are given for how these methods help solve real problems faced by organizations Along the way we encounter many of the most popular methods in analyzing unstructured data from modern classics in manifold learning clustering and topic modeling to some of the latest developments in deep neural networks for analyzing text images and time series We will be coding lots of Python and working with Amazon Web Services AWS for cloud computing including using GPUs Note that students cannot receive credit for both 95 865 Unstructured Data Analytics and 94 775 Unstructured Data Analytics for Policy More information is available at the course webpage http www andrew cmu edu user georgech 95 865	6	Unstructured Data Analytics	6	Heinz College	40	20	50.00%	13.1	4.5	4.25	4.3	4.15	4.6	4.5	4.75	4.4	4.21
95865	Unstructured Data Analytics	Companies governments and other organizations now collect massive amounts of data such as text images audio and video How do we turn this heterogeneous mess of data into actionable insights A common problem is that we often do not know what structure underlies the data ahead of time hence the data often being referred to as unstructured This course takes a practical approach to unstructured data analysis via a two step approach We first examine how to identify possible structure present in the data via visualization and other exploratory methods Once we have clues for what structure is present in the data we turn toward exploiting this structure to make predictions Many examples are given for how these methods help solve real problems faced by organizations Along the way we encounter many of the most popular methods in analyzing unstructured data from modern classics in manifold learning clustering and topic modeling to some of the latest developments in deep neural networks for analyzing text images and time series We will be coding lots of Python and working with Amazon Web Services AWS for cloud computing including using GPUs Note that students cannot receive credit for both 95 865 Unstructured Data Analytics and 94 775 Unstructured Data Analytics for Policy More information is available at the course webpage http www andrew cmu edu user georgech 95 865	6	Unstructured Data Analytics	6	Heinz College	39	18	46.20%	12.39	4.56	4.33	4.5	4.39	4.67	4.39	4.59	4.44	4.39
95866	Advanced Business Analytics	Growth in Web 2 0 coincides with the growth in firms ability to collect large customer data Firms know micro level data about customer transactions and have an ability to correlate such data with other datasets In this course we will learn powerful but simple probability statistical models that can be applied to fit these data to generate useful predictions The course will go beyond pattern detections clustering or correlation in data to build models of plausible consumer behavior that generates the data Thus the goal is to build a model of consumer behavior and apply this model to data to test how accurate this model is and tweak it if necessary Most importantly with such a model in hand we want to predict how outcomes will change if the firm changed its strategy Thus a key goal of the course is to teach students a model based approach to prediction	6	Advanced Business Analytics	6	Heinz College	10	5	50.00%	13.6	4.6	4.4	4.8	4.4	4.6	5	5	4.8	4
95866	Advanced Business Analytics	Growth in Web 2 0 coincides with the growth in firms ability to collect large customer data Firms know micro level data about customer transactions and have an ability to correlate such data with other datasets In this course we will learn powerful but simple probability statistical models that can be applied to fit these data to generate useful predictions The course will go beyond pattern detections clustering or correlation in data to build models of plausible consumer behavior that generates the data Thus the goal is to build a model of consumer behavior and apply this model to data to test how accurate this model is and tweak it if necessary Most importantly with such a model in hand we want to predict how outcomes will change if the firm changed its strategy Thus a key goal of the course is to teach students a model based approach to prediction	6	Advanced Business Analytics	6	Heinz College	37	23	62.20%	8.52	4.13	4.09	4.13	4.04	4.17	4.17	4.39	3.96	4.04
95866	Advanced Business Analytics	Growth in Web 2 0 coincides with the growth in firms ability to collect large customer data Firms know micro level data about customer transactions and have an ability to correlate such data with other datasets In this course we will learn powerful but simple probability statistical models that can be applied to fit these data to generate useful predictions The course will go beyond pattern detections clustering or correlation in data to build models of plausible consumer behavior that generates the data Thus the goal is to build a model of consumer behavior and apply this model to data to test how accurate this model is and tweak it if necessary Most importantly with such a model in hand we want to predict how outcomes will change if the firm changed its strategy Thus a key goal of the course is to teach students a model based approach to prediction	6	Advanced Business Analytics	6	Heinz College	90	39	43.30%	8.87	4.31	4.13	4.21	4.1	4.33	4.1	4.56	4.05	3.92
95869	Big Data and Large scale Computing	The rate and amount of data being generated in todays world by both humans and machines are unprecedented Being able to store manage and analyze large scale data has critical impact on business intelligence scientific discovery social and environmental challenges The goal of this course is to equip students with the understanding knowledge and practical skills to develop big data machine learning solutions with the state of the art tools particularly those in the Spark environment with a focus on programming models in MLlib GraphX and SparkSQL See the syllabus for more details Students will also gain hands on experience with MapReduce and Apache Spark using real world datasets This course is designed to give a graduate level student a thorough grounding in the technologies and best practices used in big data machine learning The course assumes that the students have the understanding of basic data analysis and machine learning concepts as well as basic knowledge of programming preferably in Python or Java Previous experience with Hadoop Spark or distributed computing is NOT required	6	Big Data and Large-scale Computing	6	Heinz College	40	20	50.00%	8.9	4.4	4.2	4.3	4.15	4.6	4.55	4.4	4.2	4.05
95869	Big Data and Large scale Computing	The rate and amount of data being generated in todays world by both humans and machines are unprecedented Being able to store manage and analyze large scale data has critical impact on business intelligence scientific discovery social and environmental challenges The goal of this course is to equip students with the understanding knowledge and practical skills to develop big data machine learning solutions with the state of the art tools particularly those in the Spark environment with a focus on programming models in MLlib GraphX and SparkSQL See the syllabus for more details Students will also gain hands on experience with MapReduce and Apache Spark using real world datasets This course is designed to give a graduate level student a thorough grounding in the technologies and best practices used in big data machine learning The course assumes that the students have the understanding of basic data analysis and machine learning concepts as well as basic knowledge of programming preferably in Python or Java Previous experience with Hadoop Spark or distributed computing is NOT required	6	Big Data and Large-scale Computing	6	Heinz College	37	21	56.80%	10.62	4.33	4.38	4.52	4.19	4.52	4.05	4.57	4.14	4.33
95869	Big Data and Large scale Computing	The rate and amount of data being generated in todays world by both humans and machines are unprecedented Being able to store manage and analyze large scale data has critical impact on business intelligence scientific discovery social and environmental challenges The goal of this course is to equip students with the understanding knowledge and practical skills to develop big data machine learning solutions with the state of the art tools particularly those in the Spark environment with a focus on programming models in MLlib GraphX and SparkSQL See the syllabus for more details Students will also gain hands on experience with MapReduce and Apache Spark using real world datasets This course is designed to give a graduate level student a thorough grounding in the technologies and best practices used in big data machine learning The course assumes that the students have the understanding of basic data analysis and machine learning concepts as well as basic knowledge of programming preferably in Python or Java Previous experience with Hadoop Spark or distributed computing is NOT required	6	Big Data and Large-scale Computing	6	Heinz College	22	13	59.10%	7.54	2.54	2.92	2.69	2.54	2.83	2.62	3.85	2.62	2.15
95874	Agile Methods	Businesses must compete in new ways for growth and relevancy driven by rapidly expanding digital innovation and complexity As a result organizations have become reliant upon an ability of their people and leaders to embrace continuous change for strategic gain while delivering continuous incremental value This explains the shift industry is making to Agile Methods replacing outdated ways of organizing and managing software development and delivery In this course we learn the history of agile methods we explore Kanban DevOps and more deeply the Scrum Framework as it is the most popular and sits at the root of most every enterprise framework used to scale agility throughout large organizations We teach what it means to be a modern Entrepreneurial Leader through effective Product Ownership We teach what it means to lead effective High Performance Teaming through Self Leadership Values and Principles We teach what kind of Leadership makes or breaks this in organizations big and small and offer many case studies storytelling and deeper insights through in class teaming exercises Who this course benefits Many are in pursuit of playing strategic Product Owner and Scrum Master roles as well as supporting roles in Product management development and deliver if this is you this is a course you really must consider speak to your student network about the value it brings in your career goals Agile Methods is the perfect course for entrepreneurially minded professionals having career aspirations within any departmental functions such as Product Management Product Development Human Resources Sales Marketing Finance Supply Chain etc and wanting to learn through practical application how organizations deliver continuous value and embrace continuous change	6	Agile Methods	6	Heinz College	53	24	45.30%	5.13	4.42	4.33	4.29	4.21	4.46	4.25	4.71	4.21	4.29
95874	Agile Methods	Businesses must compete in new ways for growth and relevancy driven by rapidly expanding digital innovation and complexity As a result organizations have become reliant upon an ability of their people and leaders to embrace continuous change for strategic gain while delivering continuous incremental value This explains the shift industry is making to Agile Methods replacing outdated ways of organizing and managing software development and delivery In this course we learn the history of agile methods we explore Kanban DevOps and more deeply the Scrum Framework as it is the most popular and sits at the root of most every enterprise framework used to scale agility throughout large organizations We teach what it means to be a modern Entrepreneurial Leader through effective Product Ownership We teach what it means to lead effective High Performance Teaming through Self Leadership Values and Principles We teach what kind of Leadership makes or breaks this in organizations big and small and offer many case studies storytelling and deeper insights through in class teaming exercises Who this course benefits Many are in pursuit of playing strategic Product Owner and Scrum Master roles as well as supporting roles in Product management development and deliver if this is you this is a course you really must consider speak to your student network about the value it brings in your career goals Agile Methods is the perfect course for entrepreneurially minded professionals having career aspirations within any departmental functions such as Product Management Product Development Human Resources Sales Marketing Finance Supply Chain etc and wanting to learn through practical application how organizations deliver continuous value and embrace continuous change	6	Agile Methods	6	Heinz College	48	23	47.90%	5	4.57	4.22	4.17	4.09	4.39	4.22	4.43	3.91	3.87
95874	Agile Methods	Businesses must compete in new ways for growth and relevancy driven by rapidly expanding digital innovation and complexity As a result organizations have become reliant upon an ability of their people and leaders to embrace continuous change for strategic gain while delivering continuous incremental value This explains the shift industry is making to Agile Methods replacing outdated ways of organizing and managing software development and delivery In this course we learn the history of agile methods we explore Kanban DevOps and more deeply the Scrum Framework as it is the most popular and sits at the root of most every enterprise framework used to scale agility throughout large organizations We teach what it means to be a modern Entrepreneurial Leader through effective Product Ownership We teach what it means to lead effective High Performance Teaming through Self Leadership Values and Principles We teach what kind of Leadership makes or breaks this in organizations big and small and offer many case studies storytelling and deeper insights through in class teaming exercises Who this course benefits Many are in pursuit of playing strategic Product Owner and Scrum Master roles as well as supporting roles in Product management development and deliver if this is you this is a course you really must consider speak to your student network about the value it brings in your career goals Agile Methods is the perfect course for entrepreneurially minded professionals having career aspirations within any departmental functions such as Product Management Product Development Human Resources Sales Marketing Finance Supply Chain etc and wanting to learn through practical application how organizations deliver continuous value and embrace continuous change	6	Agile Methods	6	Heinz College	24	19	79.20%	5.32	4.47	4.58	4.53	4.26	4.47	4.63	4.74	4.53	4.26
95874	Agile Methods	Businesses must compete in new ways for growth and relevancy driven by rapidly expanding digital innovation and complexity As a result organizations have become reliant upon an ability of their people and leaders to embrace continuous change for strategic gain while delivering continuous incremental value This explains the shift industry is making to Agile Methods replacing outdated ways of organizing and managing software development and delivery In this course we learn the history of agile methods we explore Kanban DevOps and more deeply the Scrum Framework as it is the most popular and sits at the root of most every enterprise framework used to scale agility throughout large organizations We teach what it means to be a modern Entrepreneurial Leader through effective Product Ownership We teach what it means to lead effective High Performance Teaming through Self Leadership Values and Principles We teach what kind of Leadership makes or breaks this in organizations big and small and offer many case studies storytelling and deeper insights through in class teaming exercises Who this course benefits Many are in pursuit of playing strategic Product Owner and Scrum Master roles as well as supporting roles in Product management development and deliver if this is you this is a course you really must consider speak to your student network about the value it brings in your career goals Agile Methods is the perfect course for entrepreneurially minded professionals having career aspirations within any departmental functions such as Product Management Product Development Human Resources Sales Marketing Finance Supply Chain etc and wanting to learn through practical application how organizations deliver continuous value and embrace continuous change	6	Agile Methods	6	Heinz College	27	11	40.70%	6.09	4.55	4.45	4.55	4.55	4.55	4.45	4.73	4.55	4
95874	Agile Methods	Businesses must compete in new ways for growth and relevancy driven by rapidly expanding digital innovation and complexity As a result organizations have become reliant upon an ability of their people and leaders to embrace continuous change for strategic gain while delivering continuous incremental value This explains the shift industry is making to Agile Methods replacing outdated ways of organizing and managing software development and delivery In this course we learn the history of agile methods we explore Kanban DevOps and more deeply the Scrum Framework as it is the most popular and sits at the root of most every enterprise framework used to scale agility throughout large organizations We teach what it means to be a modern Entrepreneurial Leader through effective Product Ownership We teach what it means to lead effective High Performance Teaming through Self Leadership Values and Principles We teach what kind of Leadership makes or breaks this in organizations big and small and offer many case studies storytelling and deeper insights through in class teaming exercises Who this course benefits Many are in pursuit of playing strategic Product Owner and Scrum Master roles as well as supporting roles in Product management development and deliver if this is you this is a course you really must consider speak to your student network about the value it brings in your career goals Agile Methods is the perfect course for entrepreneurially minded professionals having career aspirations within any departmental functions such as Product Management Product Development Human Resources Sales Marketing Finance Supply Chain etc and wanting to learn through practical application how organizations deliver continuous value and embrace continuous change	6	Agile Methods	6	Heinz College	48	27	56.30%	4.89	3.81	3.5	3.65	3.48	3.56	3.56	3.93	3.52	3.48
95878	Engineering Privacy in Software	Privacy harms that involve personal data can often be traced back to software design failures which can be prevented through sound engineering practices In this course students will learn how to identify privacy threats due to surveillance activities that enhance modern information systems including location tracking behavioral profiling recommender systems and social networking Students will learn to analyze systems to identify the core operating principles and technical means that introduce privacy threats and they will learn to evaluate and mitigate privacy risks to individuals by investigating system design alternatives Strategies to mitigating privacy risk will be based on emerging standards and reliable privacy preference data Students will have the opportunity to study web mobile and cyber physical systems across a range of domains including advertising healthcare law enforcement and social networking In addition students will know how and when to interface with relevant stakeholders including legal marketing and other developers in order to align software design with privacy policy and law	12	Engineering Privacy in Software	12	Heinz College	2	1	50.00%	8	4	4	4	4	5	4	5	4	3
95881	Web Application Development	With to the ability to capture everything the users do web applications are at the front lines of data analytics Web applications should leverage analytics based insights to adapt to their users As such this course is not simply an introduction to HTML JavaScript programming Approaches that we will cover includes the instrumentation of a web page to capture user behavior We will analyze data indicators as an approach to characterize users This will allow our development to be driven by the ability to personalize the web application experience At the same time the course will detail how the web application is used as input to search and advertising engines which use analytics to drive users and what to do to optimize results Heinz web courses are a mix of business technology and analytics and not simply about programming	6	Web Application Development	6	Heinz College	24	9	37.50%	6.67	3.89	3.56	3.78	3.33	3.78	3.67	4.22	3.56	3.44
95881	Web Application Development	With to the ability to capture everything the users do web applications are at the front lines of data analytics Web applications should leverage analytics based insights to adapt to their users As such this course is not simply an introduction to HTML JavaScript programming Approaches that we will cover includes the instrumentation of a web page to capture user behavior We will analyze data indicators as an approach to characterize users This will allow our development to be driven by the ability to personalize the web application experience At the same time the course will detail how the web application is used as input to search and advertising engines which use analytics to drive users and what to do to optimize results Heinz web courses are a mix of business technology and analytics and not simply about programming	6	Web Application Development	6	Heinz College	15	6	40.00%	5	3.67	3.67	4	3.83	4.33	4.17	4.17	3.83	3.67
95882	Enterprise Web Development	Enterprise web applications are a complex relationship between the client server and any additional back end services Web systems are becoming more supportive of users such that the system must adapt based on the needs and behaviors of the users This course will support the understanding of the data that drives the enterprise web development which includes the analysis of web traffic and usage ads and the personalization of the web experience This course focuses on the development of an enterprise web application with specific emphasis on the server side enterprise web application programming and an n tier system approach The students will design and develop a full enterprise web application including an n tier implementation over the lifetime of the course The development aspect will include server programming languages and systems such as PHP Django Node and database support such as mySQL as well as appropriate front end development Heinz web courses are a mix of business technology and analytics and not simply about programming	6	Enterprise Web Development	6	Heinz College	21	11	52.40%	8.55	3.73	3.36	3.36	3.36	3.45	3.55	4.27	3.55	3.36
95882	Enterprise Web Development	Enterprise web applications are a complex relationship between the client server and any additional back end services Web systems are becoming more supportive of users such that the system must adapt based on the needs and behaviors of the users This course will support the understanding of the data that drives the enterprise web development which includes the analysis of web traffic and usage ads and the personalization of the web experience This course focuses on the development of an enterprise web application with specific emphasis on the server side enterprise web application programming and an n tier system approach The students will design and develop a full enterprise web application including an n tier implementation over the lifetime of the course The development aspect will include server programming languages and systems such as PHP Django Node and database support such as mySQL as well as appropriate front end development Heinz web courses are a mix of business technology and analytics and not simply about programming	6	Enterprise Web Development	6	Heinz College	24	11	45.80%	7.18	3.27	3.55	3.64	3.45	3.36	3.36	3.55	3.18	3.18
95883	Ethical Penetration Testing	This course will introduce students to professional penetration testing by teaching offensive tactics along with the appropriate methodologies and responsibilities it takes to ethically attack systems The majority of time will be spent in hands on labs performing reconnaissance discovering vulnerabilities developing exploits and carefully penetrating targets	6	Ethical Penetration Testing	6	Heinz College	27	17	63.00%	18.35	4.76	4.71	4.76	4.47	4.71	4.35	4.82	4.47	4.59
95883	Ethical Penetration Testing	This course will introduce students to professional penetration testing by teaching offensive tactics along with the appropriate methodologies and responsibilities it takes to ethically attack systems The majority of time will be spent in hands on labs performing reconnaissance discovering vulnerabilities developing exploits and carefully penetrating targets	6	Ethical Penetration Testing	6	Heinz College	27	17	63.00%	18.12	4.65	4.59	4.65	4.35	4.59	4.53	4.82	4.47	4.71
95883	Ethical Penetration Testing	This course will introduce students to professional penetration testing by teaching offensive tactics along with the appropriate methodologies and responsibilities it takes to ethically attack systems The majority of time will be spent in hands on labs performing reconnaissance discovering vulnerabilities developing exploits and carefully penetrating targets	6	Ethical Penetration Testing	6	Heinz College	26	10	38.50%	18.7	4.8	4.5	4.5	4.6	4.9	4.4	4.8	4.7	4.6
95884	Network Defenses	Network Defenses will cover the basics of network security through lecture and hands on interaction with live virtual systems Topics and labs include network traffic analysis firewalls networking intrusion detection systems logging and system event management and network flow The course will culminate in a group exercise where teams will identify and detect live attacks occurring on a virtual environment Network Defenses is geared towards students who may be non technical by nature but who want to gain hands on insight into the tools and techniques used in network security and computer security in general However no prior hands on skills are required in order to succeed in this course Course concepts will be tested via weekly quizzes and a final exam	6	Network Defenses	6	Heinz College	38	34	89.50%	7.12	4.35	4.53	4.5	4.12	4.47	4.15	4.82	4.12	4.29
95884	Network Defenses	Network Defenses will cover the basics of network security through lecture and hands on interaction with live virtual systems Topics and labs include network traffic analysis firewalls networking intrusion detection systems logging and system event management and network flow The course will culminate in a group exercise where teams will identify and detect live attacks occurring on a virtual environment Network Defenses is geared towards students who may be non technical by nature but who want to gain hands on insight into the tools and techniques used in network security and computer security in general However no prior hands on skills are required in order to succeed in this course Course concepts will be tested via weekly quizzes and a final exam	6	Network Defenses	6	Heinz College	38	34	89.50%	7.45	4.91	4.86	4.86	4.77	4.77	4.77	4.95	4.91	4.59
